date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:13:59	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Tue,%2010%20Apr%202018%2006:04:24%20GMT	http://go.vinhphucweb.com/wp-includes/wlwmanifest.xml	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-includes/wlwmanifest.xml	(from http://go.vinhphucweb.com/)
20:13:59	2230/2230	---M--	200	added ('OK')	application/json	date:Tue,%2010%20Apr%202018%2013:13:59%20GMT	http://go.vinhphucweb.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgo.vinhphucweb.com%2F	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-json/oembed/1.0/embed9bcd.json	(from http://go.vinhphucweb.com/)
20:14:00	2337/2337	---M--	200	added ('OK')	text/xml	date:Tue,%2010%20Apr%202018%2013:13:59%20GMT	http://go.vinhphucweb.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fgo.vinhphucweb.com%2F&format=xml	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-json/oembed/1.0/embed61af	(from http://go.vinhphucweb.com/)
20:14:00	1695/1695	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/mobile-logo.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/mobile-logo.png	(from http://go.vinhphucweb.com/)
20:14:00	97184/97184	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Apr%202018%2006:04:24%20GMT	http://go.vinhphucweb.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-includes/js/jquery/jqueryb8ff.js	(from http://go.vinhphucweb.com/)
20:14:01	7892/7892	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:11:36%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/logo.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/logo.png	(from http://go.vinhphucweb.com/)
20:14:01	17581/17581	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:01%20GMT	http://go.vinhphucweb.com/gioi-thieu/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/gioi-thieu/index.html	(from http://go.vinhphucweb.com/)
20:14:04	20586/20586	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/500px-Du-lich-sinh-thai-la-gi-305x180.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/500px-Du-lich-sinh-thai-la-gi-305x180.jpg	(from http://go.vinhphucweb.com/)
20:14:05	17167/17167	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/den_thac_cai___ha_giang-305x180.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/den_thac_cai___ha_giang-305x180.jpg	(from http://go.vinhphucweb.com/)
20:14:06	15751/15751	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:05%20GMT	http://go.vinhphucweb.com/dichvu_cat/dich-vu-cap-treo/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/dichvu_cat/dich-vu-cap-treo/index.html	(from http://go.vinhphucweb.com/)
20:14:06	19651/19651	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:05%20GMT	http://go.vinhphucweb.com/dich-vu/du-ngoan-cap-treo-3/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/dich-vu/du-ngoan-cap-treo-3/index.html	(from http://go.vinhphucweb.com/)
20:14:07	19768/19768	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:06%20GMT	http://go.vinhphucweb.com/dich-vu/du-ngoan-cap-treo-2/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/dich-vu/du-ngoan-cap-treo-2/index.html	(from http://go.vinhphucweb.com/)
20:14:09	18017/18017	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/hang-chuc-ngan-khach-hanh-huong-do-ve-dinh-nui-cam-cau-an-305x180.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/hang-chuc-ngan-khach-hanh-huong-do-ve-dinh-nui-cam-cau-an-305x180.jpg	(from http://go.vinhphucweb.com/)
20:14:09	71954/71954	---MC-	200	added ('OK')	application/json	date:Tue,%2010%20Apr%202018%2013:13:58%20GMT	http://go.vinhphucweb.com/wp-json/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-json/index.html	(from http://go.vinhphucweb.com/)
20:14:09	13796/13796	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/03/chua-vam-ray-tra-vinh-chua-phat-nam-lon-nhat-vietnam-205x188.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/03/chua-vam-ray-tra-vinh-chua-phat-nam-lon-nhat-vietnam-205x188.jpg	(from http://go.vinhphucweb.com/)
20:14:10	19641/19641	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:09%20GMT	http://go.vinhphucweb.com/dich-vu/du-ngoan-cap-treo/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/dich-vu/du-ngoan-cap-treo/index.html	(from http://go.vinhphucweb.com/)
20:14:11	15987/15987	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:10%20GMT	http://go.vinhphucweb.com/category/tin-tuc-su-kien/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/category/tin-tuc-su-kien/index.html	(from http://go.vinhphucweb.com/)
20:14:11	13671/13671	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/1639-9805084f32a6d8844a35e48821b14411-305x180.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/1639-9805084f32a6d8844a35e48821b14411-305x180.jpg	(from http://go.vinhphucweb.com/)
20:14:11	3129/3129	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:08:37%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/doitac1.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/doitac1.jpg	(from http://go.vinhphucweb.com/)
20:14:12	14627/14627	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:11%20GMT	http://go.vinhphucweb.com/photo_cat/thu-vien-thang-1/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/photo_cat/thu-vien-thang-1/index.html	(from http://go.vinhphucweb.com/)
20:14:12	3991/3991	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:08:41%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/doitac2.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/doitac2.jpg	(from http://go.vinhphucweb.com/)
20:14:13	16089/16089	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:12%20GMT	http://go.vinhphucweb.com/video_cat/du-lich-thang-11/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/video_cat/du-lich-thang-11/index.html	(from http://go.vinhphucweb.com/)
20:14:13	15471/15471	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:12%20GMT	http://go.vinhphucweb.com/mua-online/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/mua-online/index.html	(from http://go.vinhphucweb.com/)
20:14:14	3512/3512	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:08:43%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/doitac3.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/doitac3.jpg	(from http://go.vinhphucweb.com/)
20:14:14	16624/16624	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:13%20GMT	http://go.vinhphucweb.com/lien-he/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/lien-he/index.html	(from http://go.vinhphucweb.com/)
20:14:14	19257/19257	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:13%20GMT	http://go.vinhphucweb.com/bo-tri-noi-that-theo-phong-thuy-3/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/bo-tri-noi-that-theo-phong-thuy-3/index.html	(from http://go.vinhphucweb.com/)
20:14:14	19392/19392	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:14%20GMT	http://go.vinhphucweb.com/bo-tri-noi-that-theo-phong-thuy-2/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/bo-tri-noi-that-theo-phong-thuy-2/index.html	(from http://go.vinhphucweb.com/)
20:14:15	4444/4444	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:08:49%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/doitac4.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/doitac4.jpg	(from http://go.vinhphucweb.com/)
20:14:15	17534/17534	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:14%20GMT	http://go.vinhphucweb.com/photo/doan-du-khach-thang-1-2/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/photo/doan-du-khach-thang-1-2/index.html	(from http://go.vinhphucweb.com/)
20:14:15	3665/3665	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:08:59%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/doitac5.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/doitac5.jpg	(from http://go.vinhphucweb.com/)
20:14:16	17528/17528	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Apr%202018%2013:14:15%20GMT	http://go.vinhphucweb.com/photo/doan-du-khach-thang-1/	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/photo/doan-du-khach-thang-1/index.html	(from http://go.vinhphucweb.com/)
20:14:16	3546/3546	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:09:02%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/doitac6.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/doitac6.jpg	(from http://go.vinhphucweb.com/)
20:14:16	4444/4444	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Apr%202018%2006:08:56%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/doitac4-1.jpg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/doitac4-1.jpg	(from http://go.vinhphucweb.com/)
20:14:17	3406/3406	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:11:31%20GMT	http://go.vinhphucweb.com/wp-content/uploads/2018/04/logofooter.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/uploads/2018/04/logofooter.png	(from http://go.vinhphucweb.com/)
20:14:18	216368/216368	---M-Z	200	added ('OK')	application/x-javascript	etag:%220fec6049089d3262244a4e064c9a60a3%22	http://connect.facebook.net/vi_VN/all.js	E:/My%20Web%20Sites/duliccaptreo/connect.facebook.net/vi_VN/all.js	(from http://go.vinhphucweb.com/)
20:14:19	14551/14551	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Apr%202018%2006:03:52%20GMT	http://go.vinhphucweb.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.1	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/plugins/contact-form-7/includes/js/scripts972f.js	(from http://go.vinhphucweb.com/)
20:14:21	29110/29110	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/js/bootstrap.min.js?ver=4.9.5	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/js/bootstrap.min55fe.js	(from http://go.vinhphucweb.com/)
20:14:22	10452/10452	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Apr%202018%2011:05:43%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/js/lity.js?ver=4.9.5	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/js/lity55fe.js	(from http://go.vinhphucweb.com/)
20:14:22	52248/52248	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Apr%202018%2006:12:45%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/js/owl.carousel.js?ver=4.9.5	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/js/owl.carousel55fe.js	(from http://go.vinhphucweb.com/)
20:14:22	1398/1398	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Apr%202018%2006:04:24%20GMT	http://go.vinhphucweb.com/wp-includes/js/wp-embed.min.js?ver=4.9.5	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-includes/js/wp-embed.min55fe.js	(from http://go.vinhphucweb.com/)
20:14:22	847/847	---M--	200	added ('OK')	image/gif	date:Tue,%2010%20Apr%202018%2006:03:52%20GMT	http://go.vinhphucweb.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://go.vinhphucweb.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.1)
20:14:23	12560/12560	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Apr%202018%2013:14:23%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regular.eot	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regular.eot	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/css/bootstrap.min.css?ver=4.9.5)
20:14:24	12560/12560	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Apr%202018%2013:14:23%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regular.eot?	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regulard41d.eot	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/css/bootstrap.min.css?ver=4.9.5)
20:14:24	95786/95786	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/js/jquery.min.js?ver=4.9.5	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/js/jquery.min55fe.js	(from http://go.vinhphucweb.com/)
20:14:25	12560/12560	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Apr%202018%2013:14:24%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regular.woff	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regular.woff	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/css/bootstrap.min.css?ver=4.9.5)
20:14:25	12560/12560	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Apr%202018%2013:14:25%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regular.ttf	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regular.2b.delayed	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/css/bootstrap.min.css?ver=4.9.5)
20:14:26	12560/12560	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Apr%202018%2013:14:26%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regular.svg	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/glyphicons-halflings-regular.2c.delayed	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/css/bootstrap.min.css?ver=4.9.5)
20:14:27	12560/12560	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2010%20Apr%202018%2013:14:26%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/css/owl.video.play.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/css/owl.video.play.2d.delayed	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/css/owl.carousel.css?ver=4.9.5)
20:14:27	446/446	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:13:12%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/images/search.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/images/search.png	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/style.css?ver=4.9.5)
20:14:28	223/223	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:13:05%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/images/more.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/images/more.png	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/style.css?ver=4.9.5)
20:14:28	738/738	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:13:14%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/images/video-icon.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/images/video-icon.png	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/style.css?ver=4.9.5)
20:14:28	346/346	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:13:10%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/images/prev.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/images/prev.png	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/style.css?ver=4.9.5)
20:14:28	324/324	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:13:07%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/images/next.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/images/next.png	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/style.css?ver=4.9.5)
20:14:29	3228/3228	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/images/lienhe.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/images/lienhe.png	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/style.css?ver=4.9.5)
20:14:29	3099/3099	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/images/send.png	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/images/send.png	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/style.css?ver=4.9.5)
20:14:42	101732/101732	---M--	200	added ('OK')	font/otf	date:Tue,%2010%20Apr%202018%2006:03:52%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/MYRIADPRO-REGULAR.OTF	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/fonts/MYRIADPRO-REGULAR.OTF	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/style.css?ver=4.9.5)
20:14:55	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2010%20Apr%202018%2006:04:08%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/icon/fonts/fontawesome-webfont.woff2?v=4.7.0	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/icon/fonts/fontawesome-webfont3e6e.woff2	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/icon/css/font-awesome.min.css?ver=4.9.5)
20:14:56	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2010%20Apr%202018%2006:03:52%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/icon/fonts/fontawesome-webfont.eot?v=4.7.0	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/icon/fonts/fontawesome-webfont3e6e.eot	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/icon/css/font-awesome.min.css?ver=4.9.5)
20:14:56	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2010%20Apr%202018%2006:03:52%20GMT	http://go.vinhphucweb.com/wp-content/themes/vpw_theme/icon/fonts/fontawesome-webfont.eot?	E:/My%20Web%20Sites/duliccaptreo/go.vinhphucweb.com/wp-content/themes/vpw_theme/icon/fonts/fontawesome-webfontd41d.eot	(from http://go.vinhphucweb.com/wp-content/themes/vpw_theme/icon/css/font-awesome.min.css?ver=4.9.5)
